band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,260.192000,,,
band1,level,4,1,641.769000,,,
band1,level,6,1,1126.147000,,,
band1,transition,,,,2_1,0_1,98.942866
band1,transition,,,,4_1,2_1,162.113992
band1,transition,,,,6_1,4_1,213.868447
band2,level,0,2,676.283000,,,
band3,level,2,2,583.651000,,,
band3,level,3,1,1250.982000,,,
band3,transition,,,,3_1,2_2,75.241855
interband,transition,,,,2_2,0_1,0.829739
interband,transition,,,,2_2,2_1,114.358139
interband,transition,,,,0_2,2_2,301.311969
interband,transition,,,,0_2,2_1,53.303745
