band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1849.183000,,,
band1,level,4,1,3389.779000,,,
band1,level,6,1,4763.798000,,,
band1,transition,,,,2_1,0_1,12.627592
band1,transition,,,,4_1,2_1,33.360243
band1,transition,,,,6_1,4_1,67.453301
band2,level,0,2,2484.704000,,,
band2,level,2,3,3812.233000,,,
band2,level,4,3,5150.165000,,,
band2,level,6,3,6521.414000,,,
band2,transition,,,,2_3,0_2,20.560214
band2,transition,,,,4_3,2_3,46.616733
band2,transition,,,,6_3,4_3,75.273549
band3,level,2,2,3140.774000,,,
band3,level,3,1,4446.994000,,,
band3,level,4,2,4483.031000,,,
band3,level,5,1,5689.123000,,,
band3,level,6,2,5819.926000,,,
band3,transition,,,,3_1,2_2,33.749863
band3,transition,,,,4_2,2_2,30.922226
band3,transition,,,,5_1,4_2,19.980255
band3,transition,,,,6_2,4_2,56.506478
band3,transition,,,,4_2,3_1,8.276718
band3,transition,,,,6_2,5_1,13.546411
band3,transition,,,,5_1,3_1,49.715774
interband,transition,,,,2_2,0_1,0.017505
interband,transition,,,,2_2,2_1,30.661310
interband,transition,,,,2_2,0_2,6.725024
interband,transition,,,,0_2,2_1,56.193924
