band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,670.375000,,,
band1,level,4,1,1496.714000,,,
band1,level,6,1,2460.778000,,,
band1,transition,,,,2_1,0_1,30.771107
band1,transition,,,,4_1,2_1,52.620535
band1,transition,,,,6_1,4_1,72.080563
band2,level,0,2,1970.956000,,,
band2,level,2,3,2742.416000,,,
band2,level,4,4,3637.788000,,,
band2,level,6,3,4547.726000,,,
band2,transition,,,,2_3,0_2,39.979362
band2,transition,,,,4_4,2_3,57.159980
band2,transition,,,,6_3,4_4,56.334157
band3,level,2,2,1606.072000,,,
band3,level,3,1,2321.940000,,,
band3,level,4,2,2677.441000,,,
band3,level,5,1,3339.806000,,,
band3,level,6,2,3871.915000,,,
band3,transition,,,,3_1,2_2,65.110328
band3,transition,,,,4_2,2_2,32.626178
band3,transition,,,,5_1,4_2,33.163795
band3,transition,,,,6_2,4_2,51.960934
band3,transition,,,,4_2,3_1,2.216731
band3,transition,,,,6_2,5_1,0.146005
band3,transition,,,,5_1,3_1,48.436343
interband,transition,,,,2_2,0_1,4.332394
interband,transition,,,,2_2,2_1,55.442722
interband,transition,,,,0_2,2_2,0.204967
interband,transition,,,,0_2,2_1,26.696421
