band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1092.254000,,,
band1,level,4,1,2583.048000,,,
band1,level,6,1,4492.268000,,,
band1,transition,,,,2_1,0_1,14.236113
band1,transition,,,,4_1,2_1,26.678785
band1,transition,,,,6_1,4_1,34.958355
band2,level,0,2,2577.233000,,,
band2,level,2,3,4003.795000,,,
band2,level,4,3,5632.329000,,,
band2,level,6,3,7644.717000,,,
band2,transition,,,,2_3,0_2,16.303414
band2,transition,,,,4_3,2_3,29.971546
band2,transition,,,,6_3,4_3,40.813596
band3,level,2,2,3335.277000,,,
band3,level,3,1,4221.735000,,,
band3,level,4,2,4886.504000,,,
band3,level,5,1,5841.705000,,,
band3,level,6,2,6765.835000,,,
band3,transition,,,,3_1,2_2,35.735932
band3,transition,,,,4_2,2_2,13.566664
band3,transition,,,,5_1,4_2,20.788163
band3,transition,,,,6_2,4_2,30.292866
band3,transition,,,,4_2,3_1,25.256356
band3,transition,,,,6_2,5_1,13.321220
band3,transition,,,,5_1,3_1,24.869998
interband,transition,,,,2_2,0_1,0.204269
interband,transition,,,,2_2,2_1,6.280740
interband,transition,,,,2_2,0_2,0.294225
interband,transition,,,,0_2,2_1,21.296794
