band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,3203.941000,,,
band1,level,4,1,7990.654000,,,
band1,level,6,1,13930.342000,,,
band1,transition,,,,2_1,0_1,6.389972
band1,transition,,,,4_1,2_1,11.487639
band1,transition,,,,6_1,4_1,17.305984
band2,level,0,2,5752.055000,,,
band2,level,2,3,8504.344000,,,
band2,level,4,3,12557.333000,,,
band2,level,6,3,18101.929000,,,
band2,transition,,,,2_3,0_2,10.883279
band2,transition,,,,4_3,2_3,17.061580
band2,transition,,,,6_3,4_3,16.944445
band3,level,2,2,5931.652000,,,
band3,level,3,1,9209.759000,,,
band3,level,4,2,11280.995000,,,
band3,level,5,1,14754.104000,,,
band3,level,6,2,16958.775000,,,
band3,transition,,,,3_1,2_2,14.656132
band3,transition,,,,4_2,2_2,7.378619
band3,transition,,,,5_1,4_2,7.760699
band3,transition,,,,6_2,4_2,11.920472
band3,transition,,,,4_2,3_1,1.103947
band3,transition,,,,6_2,5_1,0.714936
band3,transition,,,,5_1,3_1,11.638575
interband,transition,,,,2_2,0_1,0.232039
interband,transition,,,,2_2,2_1,11.358776
interband,transition,,,,2_2,0_2,0.165156
interband,transition,,,,0_2,2_1,7.704203
