band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1447.836000,,,
band1,level,4,1,2859.839000,,,
band1,level,6,1,4327.953000,,,
band1,transition,,,,2_1,0_1,17.607166
band1,transition,,,,4_1,2_1,38.506724
band1,transition,,,,6_1,4_1,61.038333
band2,level,0,2,1978.926000,,,
band2,level,2,3,3336.771000,,,
band2,level,4,3,4675.160000,,,
band2,level,6,3,5995.228000,,,
band2,transition,,,,2_3,0_2,18.510278
band2,transition,,,,4_3,2_3,42.738336
band2,transition,,,,6_3,4_3,70.642473
band3,level,2,2,2956.198000,,,
band3,level,3,1,4518.647000,,,
band3,transition,,,,3_1,2_2,31.111839
interband,transition,,,,2_2,0_1,0.059629
interband,transition,,,,2_2,2_1,28.967595
interband,transition,,,,2_2,0_2,6.523958
interband,transition,,,,0_2,2_1,47.036772
