band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,104.621000,,,
band1,level,4,1,337.745000,,,
band1,level,6,1,683.457000,,,
band1,transition,,,,2_1,0_1,268.390337
band1,transition,,,,4_1,2_1,397.435465
band1,transition,,,,6_1,4_1,463.288025
band2,level,0,2,995.805000,,,
band2,level,2,3,1097.224000,,,
band2,level,4,3,1313.691000,,,
band2,level,6,3,1630.866000,,,
band2,transition,,,,2_3,0_2,356.469280
band2,transition,,,,4_3,2_3,524.310546
band2,transition,,,,6_3,4_3,594.335512
band3,level,2,2,897.964000,,,
band3,level,3,1,1013.447000,,,
band3,level,4,2,1148.828000,,,
band3,level,5,1,1327.785000,,,
band3,level,6,2,1503.897000,,,
band3,transition,,,,3_1,2_2,480.973747
band3,transition,,,,4_2,2_2,168.953694
band3,transition,,,,5_1,4_2,256.945776
band3,transition,,,,6_2,4_2,352.972734
band3,transition,,,,4_2,3_1,355.415978
band3,transition,,,,6_2,5_1,179.153844
band3,transition,,,,5_1,3_1,278.287649
interband,transition,,,,2_2,0_1,5.092939
interband,transition,,,,2_2,2_1,16.886762
interband,transition,,,,0_2,2_2,3.376420
interband,transition,,,,0_2,2_1,60.500209
