band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,687.332000,,,
band1,level,4,2,1418.712000,,,
band1,level,6,3,1902.089000,,,
band1,transition,,,,2_1,0_1,45.101589
band1,transition,,,,4_2,2_1,86.661171
band1,transition,,,,6_3,4_2,6.719504
band2,level,0,2,758.268000,,,
band2,level,2,2,802.764000,,,
band2,level,4,1,906.555000,,,
band2,level,6,1,1068.560000,,,
band2,transition,,,,2_2,0_2,1427.529260
band2,transition,,,,4_1,2_2,2042.211045
band2,transition,,,,6_1,4_1,2255.039890
band3,level,2,3,1493.552000,,,
band3,level,3,2,1783.312000,,,
band3,transition,,,,3_2,2_3,21.014960
interband,transition,,,,2_3,0_1,0.000947
interband,transition,,,,2_3,2_1,0.571613
interband,transition,,,,2_3,0_2,0.849576
interband,transition,,,,0_2,2_1,0.015162
