band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1001.138000,,,
band1,level,4,1,1890.654000,,,
band1,level,6,1,2741.664000,,,
band1,transition,,,,2_1,0_1,21.485311
band1,transition,,,,4_1,2_1,54.759494
band1,transition,,,,6_1,4_1,99.342157
band2,level,0,2,1446.722000,,,
band2,level,2,3,2203.719000,,,
band2,level,4,4,3254.730000,,,
band2,level,6,4,4366.016000,,,
band2,transition,,,,2_3,0_2,41.299376
band2,transition,,,,4_4,2_3,36.974157
band2,transition,,,,6_4,4_4,64.335957
band3,level,2,2,1777.963000,,,
band3,level,3,1,2459.254000,,,
band3,level,4,2,2565.967000,,,
band3,level,5,1,3239.455000,,,
band3,level,6,2,3439.919000,,,
band3,transition,,,,3_1,2_2,74.189461
band3,transition,,,,4_2,2_2,51.562675
band3,transition,,,,5_1,4_2,33.692007
band3,transition,,,,6_2,4_2,88.893854
band3,transition,,,,4_2,3_1,4.060077
band3,transition,,,,6_2,5_1,5.316549
band3,transition,,,,5_1,3_1,74.612602
interband,transition,,,,2_2,0_1,0.879957
interband,transition,,,,2_2,2_1,55.608555
interband,transition,,,,2_2,0_2,2.582677
interband,transition,,,,0_2,2_1,82.714236
