band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2706.755000,,,
band1,level,4,1,6741.777000,,,
band1,level,6,1,12222.832000,,,
band1,transition,,,,2_1,0_1,7.656137
band1,transition,,,,4_1,2_1,13.571481
band1,transition,,,,6_1,4_1,17.126536
band2,level,0,2,5981.278000,,,
band2,level,2,3,10559.468000,,,
band2,level,4,4,15912.941000,,,
band2,level,6,3,22380.262000,,,
band2,transition,,,,2_3,0_2,6.004323
band2,transition,,,,4_4,2_3,8.633631
band2,transition,,,,6_3,4_4,12.702076
band3,level,2,2,6595.161000,,,
band3,level,3,1,9830.520000,,,
band3,level,4,2,11567.255000,,,
band3,level,5,1,15029.755000,,,
band3,level,6,2,17619.939000,,,
band3,transition,,,,3_1,2_2,14.286118
band3,transition,,,,4_2,2_2,6.700261
band3,transition,,,,5_1,4_2,8.561793
band3,transition,,,,6_2,4_2,13.102504
band3,transition,,,,4_2,3_1,9.694861
band3,transition,,,,6_2,5_1,6.387766
band3,transition,,,,5_1,3_1,10.794729
interband,transition,,,,2_2,0_1,0.072540
interband,transition,,,,2_2,2_1,4.452004
interband,transition,,,,2_2,0_2,0.102948
interband,transition,,,,0_2,2_1,8.806738
