band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,193.136000,,,
band1,level,4,1,498.370000,,,
band1,level,6,1,880.264000,,,
band1,transition,,,,2_1,0_1,186.844792
band1,transition,,,,4_1,2_1,304.631694
band1,transition,,,,6_1,4_1,398.973546
band2,level,0,2,673.213000,,,
band2,level,2,3,857.694000,,,
band2,level,4,3,1042.260000,,,
band2,level,6,2,1219.701000,,,
band2,transition,,,,2_3,0_2,229.105853
band2,transition,,,,4_3,2_3,624.185287
band2,transition,,,,6_2,4_3,638.917105
band3,level,2,2,598.252000,,,
band3,level,3,1,981.790000,,,
band3,transition,,,,3_1,2_2,214.546752
interband,transition,,,,2_2,0_1,0.607077
interband,transition,,,,2_2,2_1,97.682232
interband,transition,,,,0_2,2_2,333.323376
interband,transition,,,,0_2,2_1,108.959272
