nucleus  bet1  bet2  bet3  bet4  cos3g1  cos3g2  cos3g3  cos3g4
Sm130	0.41960670  0.43848208  0.37985718  0.42513667  0.96678039  1.01192500  0.80183064  0.97213309
Sm132	0.40867857  0.39735409  0.36605931  0.36925449  0.97045496  0.99222895  0.86881999  0.84379063
Sm134	0.37473218  0.36979379  0.35805601  0.34849495  0.95266370  0.98446134  0.93530637  0.90273983
Sm136	0.27582423  0.37163918  0.28090965  0.36815820  0.76662759  0.97557338  0.46874403  1.07392814
Sm138	0.22606600  0.30111963  0.25304575  0.32820002  0.62789475  0.93653666  0.46582935  1.01271791
Sm140	0.21438094  0.29650266  0.21990604  0.32596607  0.55241783  0.86161698  0.27417682  0.96337200
Sm142	0.12232264  0.17343595  0.19936113  0.24259915  0.55840678  0.52879260  0.48766600  0.79829401
Sm144	0.12411310  0.17164659  0.22700215  0.20912044  0.42024696  0.30408089  0.82180900  0.45581538
Sm146	0.11907352  0.16277404  0.22166713  0.19533956  0.45259463  0.61549988  0.89276481  0.11558322
Sm148	0.21289066  0.27278207  0.23786901  0.29255387  0.83212908  1.00992672  0.28662460  1.11892239
Sm150	0.24065727  0.30309526  0.32697332  0.24413821  0.86628460  1.03252152  1.09804554  0.26391210
Sm152	0.33106571  0.31582729  0.30789791  0.28700632  0.96207376  1.03511286  0.94532656  0.75520983
Sm154	0.35027221  0.34503437  0.31757310  0.32567064  0.95778588  1.01588116  0.89917727  0.85787698
Sm156	0.35856235  0.37066988  0.32119053  0.35534481  0.95388019  1.00765265  0.80860190  0.92346589
Sm158	0.36507087  0.37796858  0.33698515  0.37084342  0.95556468  1.00322537  0.79951357  0.97514147
Sm160	0.37187623  0.37660610  0.35687357  0.35289419  0.96674119  1.00755174  0.84358875  0.95577666
Sm162	0.37814610  0.38560358  0.36469637  0.34620863  0.97363872  1.00386535  0.86789882  0.92371476
Sm164	0.37829242  0.39580987  0.35118664  0.34102193  0.97379374  1.00992723  0.85496312  0.87939533
Sm166	0.37115112  0.39114077  0.33014354  0.33223011  0.96758231  1.00729651  0.80447089  0.82047828
Sm168	0.35723573  0.37990702  0.31242302  0.32928881  0.95370058  0.99735321  0.75764957  0.81072469
Sm170	0.34522427  0.33371250  0.33450894  0.31889463  0.94514013  0.92852637  0.89855563  0.79252940
Sm172	0.32351461  0.30009616  0.33516304  0.31591137  0.92953748  0.85997461  0.94241334  0.83363007
Sm174	0.27944957  0.30108298  0.32015184  0.30392891  0.84418497  0.91188509  0.93409216  0.91881936
Sm176	0.23642715  0.29266238  0.27279843  0.31311525  0.70003980  0.93963062  0.77899452  1.05757992
Sm178	0.20093705  0.26419732  0.21974371  0.32809994  0.61394275  0.95263480  0.42512236  1.04129508
Sm180	0.16604958  0.20799179  0.23672949  0.27395787  0.57204326  0.68761834  0.78356554  0.94464293
Sm182	0.14169397  0.17405547  0.22311104  0.23008061  0.59211477  0.54021612  0.82620074  0.72187863
Sm184	0.11854709  0.15775628  0.18639260  0.21471971  0.60284214  0.54351158  0.69307219  0.71858437
Sm186	0.09613486  0.13768805  0.19812688  0.15432977  0.52041071  0.68361475  0.90805462  0.44575349
Sm188	0.10836549  0.14032602  0.16972808  0.23949379  0.44838176  0.11060139  0.73379498  0.78379750
Sm190	0.08830894  0.12950292  0.18828287  0.15826879  0.28900865  0.57077130  0.89782727  0.02503008
Sm192	0.11290376  0.15554501  0.19699830  0.19304905  0.43532591  0.77333740  0.87303259  0.54056643
Sm194	0.13851789  0.18118326  0.17638740  0.25364004  0.56055448  0.93374594  0.20732587  1.00475196
Sm196	0.15972925  0.22622959  0.18635955  0.27412267  0.64448754  0.99191251  0.05947963  1.08864999
Sm198	0.18617322  0.25835440  0.20175772  0.29245174  0.71449683  1.00647074  0.02356180  1.10281711
Sm200	0.21350402  0.27447130  0.22574143  0.29951275  0.75293605  0.94386725  0.34805087  1.08286139
Sm202	0.23548308  0.28205694  0.25446838  0.29759088  0.76831300  0.86803531  0.66529158  1.03571514
Sm204	0.25051797  0.28789007  0.27353118  0.30256915  0.76520065  0.83410380  0.78374697  0.96675567
Sm206	0.25779465  0.29343841  0.28775757  0.31195967  0.73422011  0.82116330  0.84340217  0.91315829
Sm208	0.25815268  0.30110640  0.29875215  0.31702282  0.66797047  0.83047177  0.87767300  0.88094266
Sm210	0.25414085  0.30959382  0.30341555  0.31700967  0.57194467  0.85371980  0.88735372  0.86346086
Sm212	0.24915302  0.31553520  0.30059555  0.31891177  0.47591989  0.87291198  0.87410669  0.87389028
Sm214	0.24469710  0.31919899  0.29031041  0.32519104  0.40797452  0.88770985  0.83534009  0.90620575
Sm216	0.24056391  0.32159210  0.27318577  0.33667045  0.37401630  0.90096216  0.75460891  0.95283940
Sm218	0.23559701  0.32239478  0.25324575  0.34810461  0.36012286  0.91273448  0.62404199  0.99359727
Sm220	0.22941457  0.32102927  0.23488081  0.35510921  0.35775100  0.92172945  0.46152001  1.02248581
Sm222	0.22222890  0.31731862  0.21873338  0.35588680  0.36930961  0.93069598  0.30226095  1.04001411
nucleus  bet1  bet2  bet3  bet4  cos3g1  cos3g2  cos3g3  cos3g4
Sm130	0.41964548  0.43852776  0.38009508  0.42776588  0.96659756  1.01117208  0.80320424  1.00120147
Sm132	0.40872044  0.39741670  0.36628451  0.37044751  0.97040260  0.99195659  0.86528636  0.84963677
