band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,540.613000,,,
band1,level,4,1,1294.726000,,,
band1,level,6,1,2219.366000,,,
band1,transition,,,,2_1,0_1,49.755388
band1,transition,,,,4_1,2_1,88.060281
band1,transition,,,,6_1,4_1,126.287551
band2,level,0,2,1171.128000,,,
band2,level,2,3,1777.868000,,,
band2,level,4,4,2681.234000,,,
band2,level,6,4,3868.729000,,,
band2,transition,,,,2_3,0_2,64.311623
band2,transition,,,,4_4,2_3,78.681353
band2,transition,,,,6_4,4_4,83.413712
band3,level,2,2,1036.972000,,,
band3,level,3,1,1675.107000,,,
band3,level,4,2,1890.917000,,,
band3,level,5,1,2622.930000,,,
band3,level,6,2,2903.793000,,,
band3,transition,,,,3_1,2_2,82.726928
band3,transition,,,,4_2,2_2,55.950401
band3,transition,,,,5_1,4_2,35.158232
band3,transition,,,,6_2,4_2,98.474264
band3,transition,,,,4_2,3_1,16.131463
band3,transition,,,,6_2,5_1,14.080010
band3,transition,,,,5_1,3_1,73.347214
interband,transition,,,,2_2,0_1,0.694528
interband,transition,,,,2_2,2_1,77.577314
interband,transition,,,,0_2,2_2,77.211110
interband,transition,,,,0_2,2_1,55.908255
