band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1637.523000,,,
band1,level,4,1,4228.853000,,,
band1,level,6,1,7776.560000,,,
band1,transition,,,,2_1,0_1,7.241329
band1,transition,,,,4_1,2_1,11.241798
band1,transition,,,,6_1,4_1,14.060738
band2,level,0,2,4292.820000,,,
band2,level,2,3,6457.005000,,,
band2,level,4,4,9475.080000,,,
band2,level,6,4,13666.807000,,,
band2,transition,,,,2_3,0_2,6.154900
band2,transition,,,,4_4,2_3,8.462892
band2,transition,,,,6_4,4_4,9.583900
band3,level,2,2,3216.761000,,,
band3,level,3,1,5506.148000,,,
band3,level,4,2,6162.545000,,,
band3,level,5,1,9048.291000,,,
band3,level,6,2,9966.677000,,,
band3,transition,,,,3_1,2_2,10.386416
band3,transition,,,,4_2,2_2,7.857967
band3,transition,,,,5_1,4_2,3.856603
band3,transition,,,,6_2,4_2,11.903470
band3,transition,,,,4_2,3_1,0.005724
band3,transition,,,,6_2,5_1,0.033903
band3,transition,,,,5_1,3_1,8.725609
interband,transition,,,,2_2,0_1,0.334425
interband,transition,,,,2_2,2_1,11.742066
interband,transition,,,,0_2,2_2,11.019743
interband,transition,,,,0_2,2_1,0.363546
