band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2775.168000,,,
band1,level,4,1,5240.601000,,,
band1,level,6,1,6905.333000,,,
band1,transition,,,,2_1,0_1,15.113120
band1,transition,,,,4_1,2_1,24.317468
band1,transition,,,,6_1,4_1,45.575585
band2,level,0,2,3625.763000,,,
band2,level,2,2,4816.769000,,,
band2,level,4,2,6324.417000,,,
band2,level,6,3,7766.609000,,,
band2,transition,,,,2_2,0_2,19.313688
band2,transition,,,,4_2,2_2,29.631562
band2,transition,,,,6_3,4_2,18.326398
band3,level,2,3,5444.961000,,,
band3,level,3,1,6910.634000,,,
band3,level,4,4,7068.956000,,,
band3,level,5,2,8065.318000,,,
band3,transition,,,,3_1,2_3,13.729433
band3,transition,,,,4_4,2_3,33.733742
band3,transition,,,,5_2,4_4,15.279478
band3,transition,,,,4_4,3_1,4.747374
band3,transition,,,,5_2,3_1,57.921193
interband,transition,,,,2_3,0_1,0.806474
interband,transition,,,,2_3,2_1,24.008535
interband,transition,,,,2_3,0_2,7.900010
interband,transition,,,,0_2,2_1,27.977383
