band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1159.339000,,,
band1,level,4,1,2274.074000,,,
band1,level,6,1,3352.510000,,,
band1,transition,,,,2_1,0_1,13.774037
band1,transition,,,,4_1,2_1,33.021914
band1,transition,,,,6_1,4_1,59.158192
band2,level,0,2,1979.309000,,,
band2,level,2,3,2936.785000,,,
band2,level,4,4,4002.610000,,,
band2,level,6,4,5125.437000,,,
band2,transition,,,,2_3,0_2,23.115672
band2,transition,,,,4_4,2_3,29.357391
band2,transition,,,,6_4,4_4,51.710517
band3,level,2,2,2333.156000,,,
band3,level,3,1,3000.748000,,,
band3,level,4,2,3270.076000,,,
band3,level,5,1,3901.611000,,,
band3,level,6,2,4320.569000,,,
band3,transition,,,,3_1,2_2,49.217607
band3,transition,,,,4_2,2_2,41.433555
band3,transition,,,,5_1,4_2,21.268640
band3,transition,,,,6_2,4_2,66.401389
band3,transition,,,,4_2,3_1,0.840792
band3,transition,,,,6_2,5_1,0.287588
band3,transition,,,,5_1,3_1,52.521138
interband,transition,,,,2_2,0_1,1.752624
interband,transition,,,,2_2,2_1,28.371243
interband,transition,,,,2_2,0_2,9.119400
interband,transition,,,,0_2,2_1,41.835710
