band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,282.620000,,,
band1,level,4,1,746.172000,,,
band1,level,6,1,1357.995000,,,
band1,transition,,,,2_1,0_1,69.970217
band1,transition,,,,4_1,2_1,109.335358
band1,transition,,,,6_1,4_1,140.435412
band2,level,0,2,1078.250000,,,
band2,level,2,3,1655.367000,,,
band2,level,4,4,2360.387000,,,
band2,level,6,4,3123.023000,,,
band2,transition,,,,2_3,0_2,75.092963
band2,transition,,,,4_4,2_3,114.183745
band2,transition,,,,6_4,4_4,154.068120
band3,level,2,2,808.834000,,,
band3,level,3,1,1315.633000,,,
band3,transition,,,,3_1,2_2,89.641517
interband,transition,,,,2_2,0_1,13.749580
interband,transition,,,,2_2,2_1,86.011228
interband,transition,,,,0_2,2_2,257.862500
interband,transition,,,,0_2,2_1,0.010729
