band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,532.011000,,,
band1,level,4,1,1182.200000,,,
band1,level,6,1,1940.136000,,,
band1,transition,,,,2_1,0_1,42.748553
band1,transition,,,,4_1,2_1,79.654445
band1,transition,,,,6_1,4_1,107.378769
band2,level,0,2,1649.997000,,,
band2,level,2,3,2402.516000,,,
band2,level,4,3,3067.115000,,,
band2,level,6,3,3710.226000,,,
band2,transition,,,,2_3,0_2,53.527222
band2,transition,,,,4_3,2_3,113.797374
band2,transition,,,,6_3,4_3,105.149196
band3,level,2,2,1911.851000,,,
band3,level,3,1,2461.241000,,,
band3,level,4,2,2674.897000,,,
band3,level,5,1,3178.969000,,,
band3,level,6,2,3418.036000,,,
band3,transition,,,,3_1,2_2,95.182571
band3,transition,,,,4_2,2_2,45.183276
band3,transition,,,,5_1,4_2,58.641000
band3,transition,,,,6_2,4_2,97.967362
band3,transition,,,,4_2,3_1,62.959574
band3,transition,,,,6_2,5_1,45.131736
band3,transition,,,,5_1,3_1,80.162152
interband,transition,,,,2_2,0_1,1.072476
interband,transition,,,,2_2,2_1,23.917108
interband,transition,,,,2_2,0_2,2.442244
interband,transition,,,,0_2,2_1,64.266519
