band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1475.164000,,,
band1,level,4,1,2871.932000,,,
band1,level,6,1,4279.128000,,,
band1,transition,,,,2_1,0_1,10.357288
band1,transition,,,,4_1,2_1,27.503295
band1,transition,,,,6_1,4_1,50.437063
band2,level,0,2,1943.664000,,,
band2,level,2,3,3446.683000,,,
band2,level,4,3,4884.458000,,,
band2,level,6,3,6293.910000,,,
band2,transition,,,,2_3,0_2,12.473056
band2,transition,,,,4_3,2_3,32.123668
band2,transition,,,,6_3,4_3,59.064564
band3,level,2,2,2667.223000,,,
band3,level,3,1,4058.263000,,,
band3,level,4,2,4068.802000,,,
band3,level,5,1,5423.600000,,,
band3,level,6,2,5608.604000,,,
band3,transition,,,,3_1,2_2,23.579410
band3,transition,,,,4_2,2_2,24.384714
band3,transition,,,,5_1,4_2,12.238806
band3,transition,,,,6_2,4_2,41.764814
band3,transition,,,,4_2,3_1,3.301395
band3,transition,,,,6_2,5_1,5.456743
band3,transition,,,,5_1,3_1,35.327317
interband,transition,,,,2_2,0_1,0.001476
interband,transition,,,,2_2,2_1,24.466972
interband,transition,,,,2_2,0_2,5.699087
interband,transition,,,,0_2,2_1,43.987695
