band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2771.436000,,,
band1,level,4,1,5412.776000,,,
band1,level,6,1,8032.626000,,,
band1,transition,,,,2_1,0_1,7.208550
band1,transition,,,,4_1,2_1,16.721214
band1,transition,,,,6_1,4_1,27.170331
band2,level,0,2,4099.591000,,,
band2,level,2,3,6630.145000,,,
band2,level,4,3,8908.924000,,,
band2,level,6,3,11198.088000,,,
band2,transition,,,,2_3,0_2,7.041471
band2,transition,,,,4_3,2_3,17.832328
band2,transition,,,,6_3,4_3,29.787192
band3,level,2,2,5731.749000,,,
band3,level,3,1,8627.690000,,,
band3,transition,,,,3_1,2_2,11.112031
interband,transition,,,,2_2,0_1,0.290818
interband,transition,,,,2_2,2_1,9.237484
interband,transition,,,,2_2,0_2,4.577077
interband,transition,,,,0_2,2_1,23.367291
