band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1434.368000,,,
band1,level,4,1,2461.317000,,,
band1,level,6,1,3381.369000,,,
band1,transition,,,,2_1,0_1,17.487982
band1,transition,,,,4_1,2_1,52.105309
band1,transition,,,,6_1,4_1,135.168634
band2,level,0,2,1681.983000,,,
band2,level,2,2,2169.032000,,,
band2,level,4,2,3264.785000,,,
band2,level,6,2,4562.269000,,,
band2,transition,,,,2_2,0_2,37.374600
band2,transition,,,,4_2,2_2,42.724086
band2,transition,,,,6_2,4_2,72.193451
band3,level,2,3,2778.003000,,,
band3,level,3,1,3518.707000,,,
band3,level,4,3,3934.085000,,,
band3,level,5,1,4426.793000,,,
band3,level,6,3,4997.907000,,,
band3,transition,,,,3_1,2_3,33.127954
band3,transition,,,,4_3,2_3,56.716056
band3,transition,,,,5_1,4_3,21.379134
band3,transition,,,,6_3,4_3,116.992800
band3,transition,,,,4_3,3_1,27.527600
band3,transition,,,,6_3,5_1,30.892225
band3,transition,,,,5_1,3_1,84.653400
interband,transition,,,,2_3,0_1,0.727364
interband,transition,,,,2_3,2_1,9.806452
interband,transition,,,,2_3,0_2,16.004720
interband,transition,,,,0_2,2_1,115.888584
