band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2218.734000,,,
band1,level,4,1,5144.536000,,,
band1,level,6,1,8575.681000,,,
band1,transition,,,,2_1,0_1,3.408233
band1,transition,,,,4_1,2_1,6.457347
band1,transition,,,,6_1,4_1,10.453017
band2,level,0,2,4420.131000,,,
band2,level,2,3,6219.941000,,,
band2,level,4,3,8819.639000,,,
band2,level,6,3,11569.374000,,,
band2,transition,,,,2_3,0_2,7.100311
band2,transition,,,,4_3,2_3,8.321846
band2,transition,,,,6_3,4_3,13.090059
band3,level,2,2,5447.321000,,,
band3,level,3,1,7333.988000,,,
band3,level,4,2,7711.339000,,,
band3,level,5,1,9837.278000,,,
band3,level,6,2,10196.625000,,,
band3,transition,,,,3_1,2_2,9.760210
band3,transition,,,,4_2,2_2,11.954061
band3,transition,,,,5_1,4_2,1.668605
band3,transition,,,,6_2,4_2,24.870876
band3,transition,,,,4_2,3_1,2.064842
band3,transition,,,,6_2,5_1,0.517834
band3,transition,,,,5_1,3_1,14.617690
interband,transition,,,,2_2,0_1,0.591146
interband,transition,,,,2_2,2_1,4.411375
interband,transition,,,,2_2,0_2,1.767834
interband,transition,,,,0_2,2_1,5.142401
