band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,722.134000,,,
band1,level,4,1,1887.814000,,,
band1,level,6,1,3510.047000,,,
band1,transition,,,,2_1,0_1,15.825465
band1,transition,,,,4_1,2_1,26.238365
band1,transition,,,,6_1,4_1,32.129300
band2,level,0,2,2195.454000,,,
band2,level,2,3,3498.175000,,,
band2,level,4,4,5078.552000,,,
band2,level,6,4,7012.415000,,,
band2,transition,,,,2_3,0_2,14.168554
band2,transition,,,,4_4,2_3,19.974438
band2,transition,,,,6_4,4_4,22.867906
band3,level,2,2,2146.700000,,,
band3,level,3,1,3044.157000,,,
band3,level,4,2,3535.662000,,,
band3,level,5,1,4575.101000,,,
band3,level,6,2,5306.942000,,,
band3,transition,,,,3_1,2_2,27.193268
band3,transition,,,,4_2,2_2,12.631318
band3,transition,,,,5_1,4_2,14.964714
band3,transition,,,,6_2,4_2,23.560670
band3,transition,,,,4_2,3_1,16.132372
band3,transition,,,,6_2,5_1,8.992909
band3,transition,,,,5_1,3_1,19.419385
interband,transition,,,,2_2,0_1,0.227244
interband,transition,,,,2_2,2_1,6.723273
interband,transition,,,,0_2,2_2,4.446822
interband,transition,,,,0_2,2_1,13.078137
