band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,229.655000,,,
band1,level,4,1,600.377000,,,
band1,level,6,2,1106.182000,,,
band1,transition,,,,2_1,0_1,144.193046
band1,transition,,,,4_1,2_1,225.898786
band1,transition,,,,6_2,4_1,201.399328
band2,level,0,2,637.430000,,,
band2,level,2,3,693.827000,,,
band2,level,4,2,792.793000,,,
band2,level,6,1,926.669000,,,
band2,transition,,,,2_3,0_2,618.967056
band2,transition,,,,4_2,2_3,886.404379
band2,transition,,,,6_1,4_2,1180.133375
band3,level,2,2,659.842000,,,
band3,level,3,1,1042.171000,,,
band3,level,4,3,1092.841000,,,
band3,level,5,1,1203.947000,,,
band3,level,6,3,1276.520000,,,
band3,transition,,,,3_1,2_2,153.159170
band3,transition,,,,4_3,2_2,64.294513
band3,transition,,,,5_1,4_3,175.139266
band3,transition,,,,6_3,4_3,324.549092
band3,transition,,,,4_3,3_1,225.529993
band3,transition,,,,6_3,5_1,631.941148
band3,transition,,,,5_1,3_1,324.143720
interband,transition,,,,2_2,0_1,0.254243
interband,transition,,,,2_2,2_1,83.671347
interband,transition,,,,2_2,0_2,173.902313
interband,transition,,,,0_2,2_1,19.828136
