band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,146.724000,,,
band1,level,4,1,484.874000,,,
band1,level,6,1,1006.553000,,,
band1,transition,,,,2_1,0_1,262.506043
band1,transition,,,,4_1,2_1,380.903932
band1,transition,,,,6_1,4_1,430.523199
band2,level,0,2,1265.471000,,,
band2,level,2,3,1419.132000,,,
band2,level,4,3,1776.383000,,,
band2,level,6,3,2336.409000,,,
band2,transition,,,,2_3,0_2,270.016676
band2,transition,,,,4_3,2_3,346.027195
band2,transition,,,,6_3,4_3,379.607494
band3,level,2,2,1333.084000,,,
band3,level,3,1,1495.011000,,,
band3,level,4,2,1684.705000,,,
band3,level,5,1,1959.334000,,,
band3,level,6,2,2203.698000,,,
band3,transition,,,,3_1,2_2,412.114077
band3,transition,,,,4_2,2_2,145.308720
band3,transition,,,,5_1,4_2,179.665533
band3,transition,,,,6_2,4_2,321.759336
band3,transition,,,,4_2,3_1,270.379302
band3,transition,,,,6_2,5_1,111.623961
band3,transition,,,,5_1,3_1,236.825206
interband,transition,,,,2_2,0_1,2.216925
interband,transition,,,,2_2,2_1,8.830327
interband,transition,,,,2_2,0_2,8.147286
interband,transition,,,,0_2,2_1,29.680050
