band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,71.065000,,,
band1,level,4,1,236.233000,,,
band1,level,6,1,494.356000,,,
band1,transition,,,,2_1,0_1,374.859106
band1,transition,,,,4_1,2_1,537.906171
band1,transition,,,,6_1,4_1,597.097652
band2,level,0,2,1761.277000,,,
band2,level,2,3,1830.970000,,,
band2,level,4,3,1992.942000,,,
band2,level,6,3,2244.161000,,,
band2,transition,,,,2_3,0_2,427.708517
band2,transition,,,,4_3,2_3,616.071038
band2,transition,,,,6_3,4_3,688.412030
band3,level,2,2,1317.573000,,,
band3,level,3,1,1390.870000,,,
band3,level,4,2,1488.248000,,,
band3,level,5,1,1609.866000,,,
band3,level,6,2,1754.066000,,,
band3,transition,,,,3_1,2_2,679.801898
band3,transition,,,,4_2,2_2,227.998200
band3,transition,,,,5_1,4_2,363.399011
band3,transition,,,,6_2,4_2,454.151574
band3,transition,,,,4_2,3_1,508.025691
band3,transition,,,,6_2,5_1,268.457554
band3,transition,,,,5_1,3_1,366.917614
interband,transition,,,,2_2,0_1,3.775220
interband,transition,,,,2_2,2_1,6.791544
interband,transition,,,,0_2,2_2,0.163764
interband,transition,,,,0_2,2_1,27.380835
