band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,688.858000,,,
band1,level,4,1,1808.996000,,,
band1,level,6,1,3333.300000,,,
band1,transition,,,,2_1,0_1,16.260036
band1,transition,,,,4_1,2_1,26.816073
band1,transition,,,,6_1,4_1,32.672063
band2,level,0,2,2450.207000,,,
band2,level,2,3,3881.375000,,,
band2,level,4,3,5509.827000,,,
band2,level,6,3,7372.638000,,,
band2,transition,,,,2_3,0_2,9.945090
band2,transition,,,,4_3,2_3,21.617189
band2,transition,,,,6_3,4_3,33.741491
band3,level,2,2,3175.379000,,,
band3,level,3,1,4416.179000,,,
band3,level,4,2,4673.890000,,,
band3,level,5,1,6134.796000,,,
band3,level,6,2,6490.954000,,,
band3,transition,,,,3_1,2_2,17.592077
band3,transition,,,,4_2,2_2,14.859585
band3,transition,,,,5_1,4_2,9.120066
band3,transition,,,,6_2,4_2,25.334562
band3,transition,,,,4_2,3_1,12.694186
band3,transition,,,,6_2,5_1,8.745702
band3,transition,,,,5_1,3_1,19.505710
interband,transition,,,,2_2,0_1,0.078188
interband,transition,,,,2_2,2_1,3.668462
interband,transition,,,,2_2,0_2,4.921766
interband,transition,,,,0_2,2_1,12.847206
