band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,492.239000,,,
band1,level,4,1,1131.437000,,,
band1,level,6,2,1879.830000,,,
band1,transition,,,,2_1,0_1,50.783470
band1,transition,,,,4_1,2_1,91.283971
band1,transition,,,,6_2,4_1,127.692845
band2,level,0,2,954.307000,,,
band2,level,2,4,1575.622000,,,
band2,level,4,4,1900.552000,,,
band2,level,6,4,2108.958000,,,
band2,transition,,,,2_4,0_2,44.865339
band2,transition,,,,4_4,2_4,10.117686
band2,transition,,,,6_4,4_4,0.291050
band3,level,2,2,1167.140000,,,
band3,level,3,2,1937.456000,,,
band3,transition,,,,3_2,2_2,68.131917
interband,transition,,,,2_2,0_1,7.583518
interband,transition,,,,2_2,2_1,72.221428
interband,transition,,,,2_2,0_2,16.170434
interband,transition,,,,0_2,2_1,62.976305
