band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2694.940000,,,
band1,level,4,1,5140.906000,,,
band1,level,6,1,7488.956000,,,
band1,transition,,,,2_1,0_1,4.530047
band1,transition,,,,4_1,2_1,11.481758
band1,transition,,,,6_1,4_1,20.272874
band2,level,0,2,3399.769000,,,
band2,level,2,3,6089.509000,,,
band2,level,4,3,8533.066000,,,
band2,level,6,3,10843.126000,,,
band2,transition,,,,2_3,0_2,4.411634
band2,transition,,,,4_3,2_3,12.510842
band2,transition,,,,6_3,4_3,22.535226
band3,level,2,2,5352.952000,,,
band3,level,3,1,8116.071000,,,
band3,transition,,,,3_1,2_2,8.438508
interband,transition,,,,2_2,0_1,0.153579
interband,transition,,,,2_2,2_1,7.397553
interband,transition,,,,2_2,0_2,2.550223
interband,transition,,,,0_2,2_1,17.934295
