band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,286.531000,,,
band1,level,4,1,799.894000,,,
band1,level,6,1,1516.669000,,,
band1,transition,,,,2_1,0_1,82.640130
band1,transition,,,,4_1,2_1,124.226037
band1,transition,,,,6_1,4_1,146.708223
band2,level,0,2,1366.321000,,,
band2,level,2,3,1894.779000,,,
band2,level,4,4,2601.186000,,,
band2,level,6,4,3461.882000,,,
band2,transition,,,,2_3,0_2,70.667106
band2,transition,,,,4_4,2_3,105.740858
band2,transition,,,,6_4,4_4,82.704196
band3,level,2,2,833.991000,,,
band3,level,3,1,1248.726000,,,
band3,level,4,2,1475.891000,,,
band3,level,5,1,1981.712000,,,
band3,level,6,2,2290.188000,,,
band3,transition,,,,3_1,2_2,123.875422
band3,transition,,,,4_2,2_2,59.926639
band3,transition,,,,5_1,4_2,58.152935
band3,transition,,,,6_2,4_2,104.012808
band3,transition,,,,4_2,3_1,49.376659
band3,transition,,,,6_2,5_1,26.220094
band3,transition,,,,5_1,3_1,85.463165
interband,transition,,,,2_2,0_1,0.490581
interband,transition,,,,2_2,2_1,41.634998
interband,transition,,,,0_2,2_2,62.783690
interband,transition,,,,0_2,2_1,12.684212
