band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,761.513000,,,
band1,level,4,1,1774.847000,,,
band1,level,6,1,3008.785000,,,
band1,transition,,,,2_1,0_1,17.098188
band1,transition,,,,4_1,2_1,28.979720
band1,transition,,,,6_1,4_1,38.551740
band2,level,0,2,2169.534000,,,
band2,level,2,3,3283.102000,,,
band2,level,4,4,4436.038000,,,
band2,level,6,4,5693.587000,,,
band2,transition,,,,2_3,0_2,16.422940
band2,transition,,,,4_4,2_3,29.246246
band2,transition,,,,6_4,4_4,44.275573
band3,level,2,2,1797.604000,,,
band3,level,3,1,2976.114000,,,
band3,transition,,,,3_1,2_2,24.842137
interband,transition,,,,2_2,0_1,2.094888
interband,transition,,,,2_2,2_1,26.533642
interband,transition,,,,0_2,2_2,23.251152
interband,transition,,,,0_2,2_1,11.000892
