band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,556.879000,,,
band1,level,4,1,1162.964000,,,
band1,level,6,1,1822.070000,,,
band1,transition,,,,2_1,0_1,49.712407
band1,transition,,,,4_1,2_1,103.636650
band1,transition,,,,6_1,4_1,153.671645
band2,level,0,2,1158.844000,,,
band2,level,2,3,1753.023000,,,
band2,level,4,3,2336.168000,,,
band2,level,6,3,2926.042000,,,
band2,transition,,,,2_3,0_2,68.172700
band2,transition,,,,4_3,2_3,136.833022
band2,transition,,,,6_3,4_3,203.881635
band3,level,2,2,1362.230000,,,
band3,level,3,1,1910.119000,,,
band3,level,4,2,2070.970000,,,
band3,level,5,1,2541.369000,,,
band3,level,6,2,2759.337000,,,
band3,transition,,,,3_1,2_2,104.987874
band3,transition,,,,4_2,2_2,61.359162
band3,transition,,,,5_1,4_2,69.611961
band3,transition,,,,6_2,4_2,118.756578
band3,transition,,,,4_2,3_1,57.049158
band3,transition,,,,6_2,5_1,52.715884
band3,transition,,,,5_1,3_1,107.057134
interband,transition,,,,2_2,0_1,0.464242
interband,transition,,,,2_2,2_1,52.418041
interband,transition,,,,2_2,0_2,9.276829
interband,transition,,,,0_2,2_1,111.800930
