band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,330.668000,,,
band1,level,4,1,802.621000,,,
band1,level,6,1,1384.326000,,,
band1,transition,,,,2_1,0_1,79.458504
band1,transition,,,,4_1,2_1,129.867068
band1,transition,,,,6_1,4_1,173.148350
band2,level,0,2,1314.720000,,,
band2,level,2,3,1824.058000,,,
band2,level,4,4,2245.001000,,,
band2,level,6,4,2652.768000,,,
band2,transition,,,,2_3,0_2,53.226949
band2,transition,,,,4_4,2_3,192.648334
band2,transition,,,,6_4,4_4,241.280379
band3,level,2,2,882.238000,,,
band3,level,3,1,1367.564000,,,
band3,level,4,2,1441.070000,,,
band3,level,5,1,1971.735000,,,
band3,level,6,2,2069.388000,,,
band3,transition,,,,3_1,2_2,130.493436
band3,transition,,,,4_2,2_2,104.146302
band3,transition,,,,5_1,4_2,54.848324
band3,transition,,,,6_2,4_2,167.610426
band3,transition,,,,4_2,3_1,6.917710
band3,transition,,,,6_2,5_1,2.107595
band3,transition,,,,5_1,3_1,124.077678
interband,transition,,,,2_2,0_1,13.225708
interband,transition,,,,2_2,2_1,120.698777
interband,transition,,,,0_2,2_2,82.927007
interband,transition,,,,0_2,2_1,20.873796
