band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1889.936000,,,
band1,level,4,1,4550.334000,,,
band1,level,6,1,8040.361000,,,
band1,transition,,,,2_1,0_1,4.493334
band1,transition,,,,4_1,2_1,7.777278
band1,transition,,,,6_1,4_1,10.122147
band2,level,0,2,4306.930000,,,
band2,level,2,3,7210.803000,,,
band2,level,4,4,10469.766000,,,
band2,level,6,4,14521.017000,,,
band2,transition,,,,2_3,0_2,4.177972
band2,transition,,,,4_4,2_3,7.016694
band2,transition,,,,6_4,4_4,9.488389
band3,level,2,2,4779.471000,,,
band3,level,3,1,7088.247000,,,
band3,level,4,2,7791.615000,,,
band3,level,5,1,10378.260000,,,
band3,level,6,2,11413.507000,,,
band3,transition,,,,3_1,2_2,7.703905
band3,transition,,,,4_2,2_2,6.930614
band3,transition,,,,5_1,4_2,3.207870
band3,transition,,,,6_2,4_2,11.206190
band3,transition,,,,4_2,3_1,1.950833
band3,transition,,,,6_2,5_1,0.980021
band3,transition,,,,5_1,3_1,7.020291
interband,transition,,,,2_2,0_1,0.815424
interband,transition,,,,2_2,2_1,5.758797
interband,transition,,,,2_2,0_2,0.015937
interband,transition,,,,0_2,2_1,4.577802
