band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1196.743000,,,
band1,level,4,1,2405.121000,,,
band1,level,6,1,3647.675000,,,
band1,transition,,,,2_1,0_1,28.107350
band1,transition,,,,4_1,2_1,59.617814
band1,transition,,,,6_1,4_1,92.388264
band2,level,0,2,1596.973000,,,
band2,level,2,3,2577.360000,,,
band2,level,4,3,3767.003000,,,
band2,level,6,3,5067.769000,,,
band2,transition,,,,2_3,0_2,36.147041
band2,transition,,,,4_3,2_3,60.083780
band2,transition,,,,6_3,4_3,83.636220
band3,level,2,2,2318.199000,,,
band3,level,3,1,3393.189000,,,
band3,transition,,,,3_1,2_2,67.730842
interband,transition,,,,2_2,0_1,0.259681
interband,transition,,,,2_2,2_1,45.266768
interband,transition,,,,2_2,0_2,2.873631
interband,transition,,,,0_2,2_1,67.525842
