band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2553.676000,,,
band1,level,4,1,4736.284000,,,
band1,level,6,1,6621.579000,,,
band1,transition,,,,2_1,0_1,12.651300
band1,transition,,,,4_1,2_1,28.846581
band1,transition,,,,6_1,4_1,50.196420
band2,level,0,2,3429.942000,,,
band2,level,2,3,5380.298000,,,
band2,level,4,3,7036.139000,,,
band2,level,6,3,8324.730000,,,
band2,transition,,,,2_3,0_2,20.036961
band2,transition,,,,4_3,2_3,43.813078
band2,transition,,,,6_3,4_3,68.465265
band3,level,2,2,4722.111000,,,
band3,level,3,1,6635.623000,,,
band3,transition,,,,3_1,2_2,36.442332
interband,transition,,,,2_2,0_1,1.140456
interband,transition,,,,2_2,2_1,29.672413
interband,transition,,,,2_2,0_2,0.081040
interband,transition,,,,0_2,2_1,41.198328
