band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,65.856000,,,
band1,level,4,1,219.685000,,,
band1,level,6,1,459.957000,,,
band1,transition,,,,2_1,0_1,328.128450
band1,transition,,,,4_1,2_1,470.257146
band1,transition,,,,6_1,4_1,520.736593
band2,level,0,2,1325.253000,,,
band2,level,2,3,1393.260000,,,
band2,level,4,3,1552.912000,,,
band2,level,6,3,1805.913000,,,
band2,transition,,,,2_3,0_2,384.371122
band2,transition,,,,4_3,2_3,532.810936
band2,transition,,,,6_3,4_3,562.583199
band3,level,2,2,1307.746000,,,
band3,level,3,1,1378.525000,,,
band3,level,4,2,1468.663000,,,
band3,level,5,1,1588.086000,,,
band3,level,6,2,1712.268000,,,
band3,transition,,,,3_1,2_2,665.898877
band3,transition,,,,4_2,2_2,231.692745
band3,transition,,,,5_1,4_2,327.877746
band3,transition,,,,6_2,4_2,476.231447
band3,transition,,,,4_2,3_1,504.699956
band3,transition,,,,6_2,5_1,260.467581
band3,transition,,,,5_1,3_1,367.408598
interband,transition,,,,2_2,0_1,3.947063
interband,transition,,,,2_2,2_1,5.894240
interband,transition,,,,0_2,2_2,52.890890
interband,transition,,,,0_2,2_1,15.513889
