band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1005.634000,,,
band1,level,4,1,2166.170000,,,
band1,level,6,1,3463.398000,,,
band1,transition,,,,2_1,0_1,15.201687
band1,transition,,,,4_1,2_1,31.760116
band1,transition,,,,6_1,4_1,49.847188
band2,level,0,2,1948.440000,,,
band2,level,2,3,3081.814000,,,
band2,level,4,4,4372.513000,,,
band2,level,6,4,5700.256000,,,
band2,transition,,,,2_3,0_2,21.460779
band2,transition,,,,4_4,2_3,25.909905
band2,transition,,,,6_4,4_4,53.246437
band3,level,2,2,1947.079000,,,
band3,level,3,1,3115.089000,,,
band3,transition,,,,3_1,2_2,31.161406
interband,transition,,,,2_2,0_1,0.786709
interband,transition,,,,2_2,2_1,32.714005
interband,transition,,,,0_2,2_2,10.077888
interband,transition,,,,0_2,2_1,35.238871
