band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,379.758000,,,
band1,level,4,1,1046.391000,,,
band1,level,6,1,1957.308000,,,
band1,transition,,,,2_1,0_1,39.033776
band1,transition,,,,4_1,2_1,60.746227
band1,transition,,,,6_1,4_1,73.342386
band2,level,0,2,2196.182000,,,
band2,level,2,3,2847.027000,,,
band2,level,4,4,3658.450000,,,
band2,level,6,3,4559.369000,,,
band2,transition,,,,2_3,0_2,38.569561
band2,transition,,,,4_4,2_3,62.910918
band2,transition,,,,6_3,4_4,51.395438
band3,level,2,2,1512.697000,,,
band3,level,3,1,1997.729000,,,
band3,level,4,2,2343.486000,,,
band3,level,5,1,2908.821000,,,
band3,level,6,2,3382.105000,,,
band3,transition,,,,3_1,2_2,67.372347
band3,transition,,,,4_2,2_2,27.968190
band3,transition,,,,5_1,4_2,36.237489
band3,transition,,,,6_2,4_2,54.659224
band3,transition,,,,4_2,3_1,41.743016
band3,transition,,,,6_2,5_1,21.055201
band3,transition,,,,5_1,3_1,44.697109
interband,transition,,,,2_2,0_1,0.895349
interband,transition,,,,2_2,2_1,12.708828
interband,transition,,,,0_2,2_2,5.691363
interband,transition,,,,0_2,2_1,18.353563
