band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,826.371000,,,
band1,level,4,1,1727.535000,,,
band1,level,6,1,2725.534000,,,
band1,transition,,,,2_1,0_1,19.685465
band1,transition,,,,4_1,2_1,41.845526
band1,transition,,,,6_1,4_1,63.913823
band2,level,0,2,1630.603000,,,
band2,level,2,3,2633.267000,,,
band2,level,4,4,3569.966000,,,
band2,level,6,4,4541.599000,,,
band2,transition,,,,2_3,0_2,24.121228
band2,transition,,,,4_4,2_3,52.453370
band2,transition,,,,6_4,4_4,78.593608
band3,level,2,2,1833.501000,,,
band3,level,3,1,2421.162000,,,
band3,level,4,2,2730.088000,,,
band3,level,5,1,3314.725000,,,
band3,level,6,2,3722.444000,,,
band3,transition,,,,3_1,2_2,57.190252
band3,transition,,,,4_2,2_2,39.724188
band3,transition,,,,5_1,4_2,23.362460
band3,transition,,,,6_2,4_2,68.861902
band3,transition,,,,4_2,3_1,3.180513
band3,transition,,,,6_2,5_1,0.326074
band3,transition,,,,5_1,3_1,52.355343
interband,transition,,,,2_2,0_1,3.695183
interband,transition,,,,2_2,2_1,36.782350
interband,transition,,,,2_2,0_2,5.142354
interband,transition,,,,0_2,2_1,41.567678
