band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,193.952000,,,
band1,level,4,1,544.542000,,,
band1,level,6,1,1009.903000,,,
band1,transition,,,,2_1,0_1,133.804626
band1,transition,,,,4_1,2_1,212.450446
band1,transition,,,,6_1,4_1,265.116907
band2,level,0,2,990.451000,,,
band2,level,2,3,1220.548000,,,
band2,level,4,3,1578.404000,,,
band2,level,6,3,2036.347000,,,
band2,transition,,,,2_3,0_2,166.836208
band2,transition,,,,4_3,2_3,269.236459
band2,transition,,,,6_3,4_3,333.198003
band3,level,2,2,861.705000,,,
band3,level,3,1,1117.023000,,,
band3,level,4,2,1262.846000,,,
band3,level,5,1,1586.897000,,,
band3,level,6,2,1722.358000,,,
band3,transition,,,,3_1,2_2,228.577491
band3,transition,,,,4_2,2_2,110.886833
band3,transition,,,,5_1,4_2,106.381364
band3,transition,,,,6_2,4_2,224.677004
band3,transition,,,,4_2,3_1,141.948592
band3,transition,,,,6_2,5_1,85.638698
band3,transition,,,,5_1,3_1,165.334712
interband,transition,,,,2_2,0_1,2.587069
interband,transition,,,,2_2,2_1,31.123406
interband,transition,,,,0_2,2_2,1.056489
interband,transition,,,,0_2,2_1,69.893082
