band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,118.416000,,,
band1,level,4,1,323.779000,,,
band1,level,6,1,603.417000,,,
band1,transition,,,,2_1,0_1,204.498148
band1,transition,,,,4_1,2_1,350.916524
band1,transition,,,,6_1,4_1,451.345420
band2,level,0,2,309.753000,,,
band2,level,2,2,385.167000,,,
band2,level,4,2,496.595000,,,
band2,level,6,2,661.660000,,,
band2,transition,,,,2_2,0_2,557.869206
band2,transition,,,,4_2,2_2,1592.394226
band2,transition,,,,6_2,4_2,1841.481804
band3,level,2,3,460.877000,,,
band3,level,3,1,640.676000,,,
band3,level,4,3,641.867000,,,
band3,level,5,4,1868.010000,,,
band3,transition,,,,3_1,2_3,11.561435
band3,transition,,,,4_3,2_3,578.092516
band3,transition,,,,5_4,4_3,2.383296
band3,transition,,,,4_3,3_1,60.985832
band3,transition,,,,5_4,3_1,0.000187
interband,transition,,,,2_3,0_1,1.108825
interband,transition,,,,2_3,2_1,9.110389
interband,transition,,,,2_3,0_2,29.763670
interband,transition,,,,0_2,2_1,153.928175
