band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,168.087000,,,
band1,level,4,1,464.965000,,,
band1,level,6,1,885.499000,,,
band1,transition,,,,2_1,0_1,160.209782
band1,transition,,,,4_1,2_1,246.859751
band1,transition,,,,6_1,4_1,291.841121
band2,level,0,2,595.581000,,,
band2,level,2,3,1142.007000,,,
band2,level,4,4,1668.639000,,,
band2,level,6,4,2162.967000,,,
band2,transition,,,,2_3,0_2,71.847384
band2,transition,,,,4_4,2_3,154.379803
band2,transition,,,,6_4,4_4,251.682057
band3,level,2,2,551.996000,,,
band3,level,3,1,1023.857000,,,
band3,transition,,,,3_1,2_2,125.005765
interband,transition,,,,2_2,0_1,0.473528
interband,transition,,,,2_2,2_1,59.570501
interband,transition,,,,0_2,2_2,290.768168
interband,transition,,,,0_2,2_1,49.304892
