band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1005.535000,,,
band1,level,4,1,2139.834000,,,
band1,level,6,1,3398.303000,,,
band1,transition,,,,2_1,0_1,27.631161
band1,transition,,,,4_1,2_1,51.880354
band1,transition,,,,6_1,4_1,74.666832
band2,level,0,2,1792.906000,,,
band2,level,2,3,2869.919000,,,
band2,level,4,3,3934.790000,,,
band2,level,6,3,4939.236000,,,
band2,transition,,,,2_3,0_2,33.816226
band2,transition,,,,4_3,2_3,62.210870
band2,transition,,,,6_3,4_3,99.357107
band3,level,2,2,1977.005000,,,
band3,level,3,1,2945.948000,,,
band3,level,4,2,3252.210000,,,
band3,level,5,1,4182.252000,,,
band3,level,6,2,4622.123000,,,
band3,transition,,,,3_1,2_2,60.246061
band3,transition,,,,4_2,2_2,35.649420
band3,transition,,,,5_1,4_2,27.889378
band3,transition,,,,6_2,4_2,58.860472
band3,transition,,,,4_2,3_1,0.000512
band3,transition,,,,6_2,5_1,0.004540
band3,transition,,,,5_1,3_1,51.286527
interband,transition,,,,2_2,0_1,1.657664
interband,transition,,,,2_2,2_1,54.347915
interband,transition,,,,2_2,0_2,0.237126
interband,transition,,,,0_2,2_1,42.496637
