band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,927.501000,,,
band1,level,4,1,2419.635000,,,
band1,level,6,1,4262.845000,,,
band1,transition,,,,2_1,0_1,24.497899
band1,transition,,,,4_1,2_1,40.476918
band1,transition,,,,6_1,4_1,53.130418
band2,level,0,2,2117.419000,,,
band2,level,2,3,2870.009000,,,
band2,level,4,3,3998.578000,,,
band2,level,6,4,6006.579000,,,
band2,transition,,,,2_3,0_2,39.742432
band2,transition,,,,4_3,2_3,60.599601
band2,transition,,,,6_4,4_3,38.049524
band3,level,2,2,1824.147000,,,
band3,level,3,1,3007.883000,,,
band3,level,4,2,3315.336000,,,
band3,level,5,1,4833.469000,,,
band3,transition,,,,3_1,2_2,40.171309
band3,transition,,,,4_2,2_2,31.316040
band3,transition,,,,5_1,4_2,12.108776
band3,transition,,,,4_2,3_1,0.025529
band3,transition,,,,5_1,3_1,37.329871
interband,transition,,,,2_2,0_1,2.761774
interband,transition,,,,2_2,2_1,41.572635
interband,transition,,,,0_2,2_2,3.426318
interband,transition,,,,0_2,2_1,15.755971
