band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1358.786000,,,
band1,level,4,1,2567.573000,,,
band1,level,6,1,3588.903000,,,
band1,transition,,,,2_1,0_1,20.023914
band1,transition,,,,4_1,2_1,46.586467
band1,transition,,,,6_1,4_1,112.233171
band2,level,0,2,1881.246000,,,
band2,level,2,2,2311.428000,,,
band2,level,4,2,3370.983000,,,
band2,level,6,2,4744.053000,,,
band2,transition,,,,2_2,0_2,33.797141
band2,transition,,,,4_2,2_2,48.747424
band2,transition,,,,6_2,4_2,70.227022
band3,level,2,3,2824.759000,,,
band3,level,3,1,3836.572000,,,
band3,level,4,3,4060.595000,,,
band3,level,5,1,5012.323000,,,
band3,level,6,3,5307.866000,,,
band3,transition,,,,3_1,2_3,19.919317
band3,transition,,,,4_3,2_3,51.732067
band3,transition,,,,5_1,4_3,8.354504
band3,transition,,,,6_3,4_3,92.910450
band3,transition,,,,4_3,3_1,5.005901
band3,transition,,,,6_3,5_1,4.326189
band3,transition,,,,5_1,3_1,64.074191
interband,transition,,,,2_3,0_1,0.207068
interband,transition,,,,2_3,2_1,6.250734
interband,transition,,,,2_3,0_2,23.191055
interband,transition,,,,0_2,2_1,76.385397
