band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,66.277000,,,
band1,level,4,1,220.314000,,,
band1,level,6,1,461.021000,,,
band1,transition,,,,2_1,0_1,392.843237
band1,transition,,,,4_1,2_1,563.520973
band1,transition,,,,6_1,4_1,625.169877
band2,level,0,2,1816.030000,,,
band2,level,2,3,1882.900000,,,
band2,level,4,3,2038.489000,,,
band2,level,6,3,2280.796000,,,
band2,transition,,,,2_3,0_2,444.179772
band2,transition,,,,4_3,2_3,637.592875
band2,transition,,,,6_3,4_3,708.125577
band3,level,2,2,1382.168000,,,
band3,level,3,1,1450.318000,,,
band3,level,4,2,1540.473000,,,
band3,level,5,1,1653.589000,,,
band3,level,6,2,1786.499000,,,
band3,transition,,,,3_1,2_2,739.959417
band3,transition,,,,4_2,2_2,249.004232
band3,transition,,,,5_1,4_2,393.343314
band3,transition,,,,6_2,4_2,496.902817
band3,transition,,,,4_2,3_1,553.917828
band3,transition,,,,6_2,5_1,293.170340
band3,transition,,,,5_1,3_1,400.042421
interband,transition,,,,2_2,0_1,3.871584
interband,transition,,,,2_2,2_1,6.770506
interband,transition,,,,0_2,2_2,14.708930
interband,transition,,,,0_2,2_1,18.571328
