band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,880.948000,,,
band1,level,4,1,2013.735000,,,
band1,level,6,1,3360.137000,,,
band1,transition,,,,2_1,0_1,31.774278
band1,transition,,,,4_1,2_1,61.144884
band1,transition,,,,6_1,4_1,86.755980
band2,level,0,2,1896.079000,,,
band2,level,2,3,2732.767000,,,
band2,level,4,3,3876.058000,,,
band2,level,6,3,5332.550000,,,
band2,transition,,,,2_3,0_2,45.419489
band2,transition,,,,4_3,2_3,62.863827
band2,transition,,,,6_3,4_3,87.042658
band3,level,2,2,2026.556000,,,
band3,level,3,1,2657.621000,,,
band3,level,4,2,3138.784000,,,
band3,level,5,1,3812.686000,,,
band3,level,6,2,4553.356000,,,
band3,transition,,,,3_1,2_2,91.762406
band3,transition,,,,4_2,2_2,38.863962
band3,transition,,,,5_1,4_2,48.501632
band3,transition,,,,6_2,4_2,72.568784
band3,transition,,,,4_2,3_1,47.110490
band3,transition,,,,6_2,5_1,20.686346
band3,transition,,,,5_1,3_1,65.263714
interband,transition,,,,2_2,0_1,0.343762
interband,transition,,,,2_2,2_1,22.863673
interband,transition,,,,2_2,0_2,2.079608
interband,transition,,,,0_2,2_1,46.333486
