band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,100.917000,,,
band1,level,4,1,324.091000,,,
band1,level,6,1,654.572000,,,
band1,transition,,,,2_1,0_1,243.834021
band1,transition,,,,4_1,2_1,360.636660
band1,transition,,,,6_1,4_1,417.826790
band2,level,0,2,1196.560000,,,
band2,level,2,3,1327.441000,,,
band2,level,4,3,1575.798000,,,
band2,level,6,3,1917.438000,,,
band2,transition,,,,2_3,0_2,269.750744
band2,transition,,,,4_3,2_3,420.663660
band2,transition,,,,6_3,4_3,513.014462
band3,level,2,2,1001.870000,,,
band3,level,3,1,1121.146000,,,
band3,level,4,2,1253.429000,,,
band3,level,5,1,1433.106000,,,
band3,level,6,2,1605.825000,,,
band3,transition,,,,3_1,2_2,437.682926
band3,transition,,,,4_2,2_2,156.121794
band3,transition,,,,5_1,4_2,236.229461
band3,transition,,,,6_2,4_2,326.564555
band3,transition,,,,4_2,3_1,330.799541
band3,transition,,,,6_2,5_1,179.346917
band3,transition,,,,5_1,3_1,255.751931
interband,transition,,,,2_2,0_1,4.824832
interband,transition,,,,2_2,2_1,14.570169
interband,transition,,,,0_2,2_2,2.445304
interband,transition,,,,0_2,2_1,58.859566
