band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,385.130000,,,
band1,level,4,1,945.594000,,,
band1,level,6,1,1624.354000,,,
band1,transition,,,,2_1,0_1,57.892262
band1,transition,,,,4_1,2_1,95.490613
band1,transition,,,,6_1,4_1,131.263143
band2,level,0,2,1352.087000,,,
band2,level,2,3,1822.730000,,,
band2,level,4,4,2407.427000,,,
band2,level,6,4,3080.167000,,,
band2,transition,,,,2_3,0_2,89.568869
band2,transition,,,,4_4,2_3,139.134159
band2,transition,,,,6_4,4_4,185.334809
band3,level,2,2,1018.545000,,,
band3,level,3,1,1527.678000,,,
band3,level,4,2,1592.388000,,,
band3,level,5,1,2191.360000,,,
band3,level,6,2,2230.360000,,,
band3,transition,,,,3_1,2_2,94.557312
band3,transition,,,,4_2,2_2,100.092755
band3,transition,,,,5_1,4_2,32.433034
band3,transition,,,,6_2,4_2,159.250654
band3,transition,,,,4_2,3_1,1.631592
band3,transition,,,,6_2,5_1,0.000895
band3,transition,,,,5_1,3_1,100.550890
interband,transition,,,,2_2,0_1,11.653708
interband,transition,,,,2_2,2_1,85.102366
interband,transition,,,,0_2,2_2,158.681865
interband,transition,,,,0_2,2_1,24.804337
