band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,370.343000,,,
band1,level,4,1,1007.732000,,,
band1,level,6,1,1846.520000,,,
band1,transition,,,,2_1,0_1,52.369802
band1,transition,,,,4_1,2_1,83.007006
band1,transition,,,,6_1,4_1,104.035302
band2,level,0,2,1670.722000,,,
band2,level,2,3,2169.515000,,,
band2,level,4,4,2837.803000,,,
band2,level,6,3,3678.099000,,,
band2,transition,,,,2_3,0_2,59.411816
band2,transition,,,,4_4,2_3,98.952875
band2,transition,,,,6_3,4_4,122.639170
band3,level,2,2,1266.874000,,,
band3,level,3,1,1797.130000,,,
band3,level,4,2,2048.532000,,,
band3,level,5,1,2699.262000,,,
band3,level,6,2,2941.059000,,,
band3,transition,,,,3_1,2_2,79.048820
band3,transition,,,,4_2,2_2,40.361805
band3,transition,,,,5_1,4_2,35.594158
band3,transition,,,,6_2,4_2,77.275388
band3,transition,,,,4_2,3_1,35.286821
band3,transition,,,,6_2,5_1,20.426947
band3,transition,,,,5_1,3_1,58.334804
interband,transition,,,,2_2,0_1,0.702201
interband,transition,,,,2_2,2_1,22.706745
interband,transition,,,,0_2,2_2,24.481967
interband,transition,,,,0_2,2_1,28.430909
