band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1082.626000,,,
band1,level,4,1,2372.076000,,,
band1,level,6,1,3908.981000,,,
band1,transition,,,,2_1,0_1,18.745706
band1,transition,,,,4_1,2_1,34.009636
band1,transition,,,,6_1,4_1,45.751009
band2,level,0,2,2669.561000,,,
band2,level,2,3,4027.914000,,,
band2,level,4,3,5369.338000,,,
band2,level,6,3,6876.932000,,,
band2,transition,,,,2_3,0_2,22.186173
band2,transition,,,,4_3,2_3,36.786592
band2,transition,,,,6_3,4_3,58.568860
band3,level,2,2,2509.446000,,,
band3,level,3,1,3763.180000,,,
band3,level,4,2,4058.716000,,,
band3,level,5,1,5358.210000,,,
band3,level,6,2,5794.120000,,,
band3,transition,,,,3_1,2_2,36.448556
band3,transition,,,,4_2,2_2,20.098853
band3,transition,,,,5_1,4_2,18.543105
band3,transition,,,,6_2,4_2,35.750222
band3,transition,,,,4_2,3_1,11.535152
band3,transition,,,,6_2,5_1,8.499532
band3,transition,,,,5_1,3_1,29.922725
interband,transition,,,,2_2,0_1,0.010983
interband,transition,,,,2_2,2_1,22.373946
interband,transition,,,,0_2,2_2,1.154797
interband,transition,,,,0_2,2_1,24.245009
