band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,102.567000,,,
band1,level,4,1,331.421000,,,
band1,level,6,1,675.342000,,,
band1,transition,,,,2_1,0_1,225.690637
band1,transition,,,,4_1,2_1,329.997751
band1,transition,,,,6_1,4_1,375.580530
band2,level,0,2,1311.652000,,,
band2,level,2,3,1558.614000,,,
band2,level,4,3,1840.103000,,,
band2,level,6,3,2272.926000,,,
band2,transition,,,,2_3,0_2,158.595019
band2,transition,,,,4_3,2_3,143.175190
band2,transition,,,,6_3,4_3,209.864352
band3,level,2,2,995.402000,,,
band3,level,3,1,1135.498000,,,
band3,level,4,2,1273.374000,,,
band3,level,5,1,1476.420000,,,
band3,level,6,2,1657.131000,,,
band3,transition,,,,3_1,2_2,352.863750
band3,transition,,,,4_2,2_2,132.746246
band3,transition,,,,5_1,4_2,188.086347
band3,transition,,,,6_2,4_2,270.984735
band3,transition,,,,4_2,3_1,269.137482
band3,transition,,,,6_2,5_1,144.931258
band3,transition,,,,5_1,3_1,212.513045
interband,transition,,,,2_2,0_1,3.963069
interband,transition,,,,2_2,2_1,12.772453
interband,transition,,,,0_2,2_2,58.260232
interband,transition,,,,0_2,2_1,16.210763
