band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,64.565000,,,
band1,level,4,1,214.736000,,,
band1,level,6,1,448.956000,,,
band1,transition,,,,2_1,0_1,383.684206
band1,transition,,,,4_1,2_1,550.648817
band1,transition,,,,6_1,4_1,611.360326
band2,level,0,2,1742.004000,,,
band2,level,2,3,1809.139000,,,
band2,level,4,3,1965.212000,,,
band2,level,6,3,2207.919000,,,
band2,transition,,,,2_3,0_2,432.554018
band2,transition,,,,4_3,2_3,620.795262
band2,transition,,,,6_3,4_3,689.282614
band3,level,2,2,1340.809000,,,
band3,level,3,1,1408.979000,,,
band3,level,4,2,1498.773000,,,
band3,level,5,1,1611.748000,,,
band3,level,6,2,1743.329000,,,
band3,transition,,,,3_1,2_2,725.508380
band3,transition,,,,4_2,2_2,244.663425
band3,transition,,,,5_1,4_2,384.849370
band3,transition,,,,6_2,4_2,489.004544
band3,transition,,,,4_2,3_1,543.404183
band3,transition,,,,6_2,5_1,287.710459
band3,transition,,,,5_1,3_1,393.025615
interband,transition,,,,2_2,0_1,4.075903
interband,transition,,,,2_2,2_1,7.154591
interband,transition,,,,0_2,2_2,16.041461
interband,transition,,,,0_2,2_1,19.400788
