band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1501.782000,,,
band1,level,4,1,3094.522000,,,
band1,level,6,1,4827.777000,,,
band1,transition,,,,2_1,0_1,16.002222
band1,transition,,,,4_1,2_1,31.591963
band1,transition,,,,6_1,4_1,47.231310
band2,level,0,2,2115.284000,,,
band2,level,2,3,3601.557000,,,
band2,level,4,3,5055.325000,,,
band2,level,6,3,6499.733000,,,
band2,transition,,,,2_3,0_2,19.499797
band2,transition,,,,4_3,2_3,43.123369
band2,transition,,,,6_3,4_3,64.913078
band3,level,2,2,3059.977000,,,
band3,level,3,1,4773.779000,,,
band3,transition,,,,3_1,2_2,31.727143
interband,transition,,,,2_2,0_1,2.408064
interband,transition,,,,2_2,2_1,29.376857
interband,transition,,,,2_2,0_2,2.041168
interband,transition,,,,0_2,2_1,33.275787
