band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,228.564000,,,
band1,level,4,1,641.696000,,,
band1,level,6,1,1209.495000,,,
band1,transition,,,,2_1,0_1,166.879207
band1,transition,,,,4_1,2_1,270.686050
band1,transition,,,,6_1,4_1,342.255026
band2,level,0,2,651.030000,,,
band2,level,2,3,992.023000,,,
band2,level,4,3,1547.196000,,,
band2,level,6,3,2260.877000,,,
band2,transition,,,,2_3,0_2,133.909507
band2,transition,,,,4_3,2_3,193.334272
band2,transition,,,,6_3,4_3,258.406176
band3,level,2,2,720.280000,,,
band3,level,3,1,1138.171000,,,
band3,level,4,2,1218.916000,,,
band3,level,5,1,1778.142000,,,
band3,level,6,2,1857.046000,,,
band3,transition,,,,3_1,2_2,151.625022
band3,transition,,,,4_2,2_2,134.719720
band3,transition,,,,5_1,4_2,50.599416
band3,transition,,,,6_2,4_2,249.629355
band3,transition,,,,4_2,3_1,81.966945
band3,transition,,,,6_2,5_1,51.186556
band3,transition,,,,5_1,3_1,157.007037
interband,transition,,,,2_2,0_1,0.718626
interband,transition,,,,2_2,2_1,57.666775
interband,transition,,,,2_2,0_2,60.800627
interband,transition,,,,0_2,2_1,107.757543
