band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,102.354000,,,
band1,level,4,1,341.080000,,,
band1,level,6,1,712.589000,,,
band1,transition,,,,2_1,0_1,235.224534
band1,transition,,,,4_1,2_1,338.065448
band1,transition,,,,6_1,4_1,376.172796
band2,level,0,2,1739.155000,,,
band2,level,2,3,1848.056000,,,
band2,level,4,3,2095.104000,,,
band2,level,6,3,2478.822000,,,
band2,transition,,,,2_3,0_2,250.305957
band2,transition,,,,4_3,2_3,359.876403
band2,transition,,,,6_3,4_3,400.946003
band3,level,2,2,1604.904000,,,
band3,level,3,1,1715.048000,,,
band3,level,4,2,1857.786000,,,
band3,level,5,1,2040.048000,,,
band3,level,6,2,2246.002000,,,
band3,transition,,,,3_1,2_2,392.532362
band3,transition,,,,4_2,2_2,132.888421
band3,transition,,,,5_1,4_2,207.318376
band3,transition,,,,6_2,4_2,267.238272
band3,transition,,,,4_2,3_1,293.458125
band3,transition,,,,6_2,5_1,153.569547
band3,transition,,,,5_1,3_1,214.074741
interband,transition,,,,2_2,0_1,2.094929
interband,transition,,,,2_2,2_1,4.320112
interband,transition,,,,0_2,2_2,3.439375
interband,transition,,,,0_2,2_1,15.644661
