band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,905.060000,,,
band1,level,4,1,2118.658000,,,
band1,level,6,1,3589.891000,,,
band1,transition,,,,2_1,0_1,18.566307
band1,transition,,,,4_1,2_1,31.741203
band1,transition,,,,6_1,4_1,42.119250
band2,level,0,2,2423.384000,,,
band2,level,2,3,3439.694000,,,
band2,level,4,4,4691.868000,,,
band2,level,6,3,6087.943000,,,
band2,transition,,,,2_3,0_2,23.847584
band2,transition,,,,4_4,2_3,28.281942
band2,transition,,,,6_3,4_4,33.719128
band3,level,2,2,2202.759000,,,
band3,level,3,1,3157.989000,,,
band3,level,4,2,3620.895000,,,
band3,level,5,1,4588.388000,,,
band3,level,6,2,5228.960000,,,
band3,transition,,,,3_1,2_2,36.647828
band3,transition,,,,4_2,2_2,17.750076
band3,transition,,,,5_1,4_2,19.297021
band3,transition,,,,6_2,4_2,32.639592
band3,transition,,,,4_2,3_1,10.805869
band3,transition,,,,6_2,5_1,6.215843
band3,transition,,,,5_1,3_1,26.983940
interband,transition,,,,2_2,0_1,0.059586
interband,transition,,,,2_2,2_1,17.453016
interband,transition,,,,0_2,2_2,2.571309
interband,transition,,,,0_2,2_1,18.142347
