band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,118.743000,,,
band1,level,4,1,387.240000,,,
band1,level,6,1,795.811000,,,
band1,transition,,,,2_1,0_1,265.928555
band1,transition,,,,4_1,2_1,389.444296
band1,transition,,,,6_1,4_1,443.636325
band2,level,0,2,1047.802000,,,
band2,level,2,3,1289.200000,,,
band2,level,4,3,1724.364000,,,
band2,level,6,3,2267.577000,,,
band2,transition,,,,2_3,0_2,111.764341
band2,transition,,,,4_3,2_3,219.799906
band2,transition,,,,6_3,4_3,343.054145
band3,level,2,2,1186.754000,,,
band3,level,3,1,1394.339000,,,
band3,level,4,2,1517.861000,,,
band3,level,5,1,1831.672000,,,
band3,level,6,2,1978.009000,,,
band3,transition,,,,3_1,2_2,215.025789
band3,transition,,,,4_2,2_2,178.169407
band3,transition,,,,5_1,4_2,102.625261
band3,transition,,,,6_2,4_2,310.222446
band3,transition,,,,4_2,3_1,201.657684
band3,transition,,,,6_2,5_1,123.888641
band3,transition,,,,5_1,3_1,214.517314
interband,transition,,,,2_2,0_1,0.440823
interband,transition,,,,2_2,2_1,14.594290
interband,transition,,,,2_2,0_2,71.328186
interband,transition,,,,0_2,2_1,37.961166
