band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2019.383000,,,
band1,level,4,1,3840.490000,,,
band1,level,6,1,5575.749000,,,
band1,transition,,,,2_1,0_1,14.254386
band1,transition,,,,4_1,2_1,31.900941
band1,transition,,,,6_1,4_1,51.688654
band2,level,0,2,2486.019000,,,
band2,level,2,3,4110.935000,,,
band2,level,4,3,5683.865000,,,
band2,level,6,3,7232.453000,,,
band2,transition,,,,2_3,0_2,18.067339
band2,transition,,,,4_3,2_3,36.263336
band2,transition,,,,6_3,4_3,57.588510
band3,level,2,2,3780.862000,,,
band3,level,3,1,5341.773000,,,
band3,level,4,2,5367.936000,,,
band3,level,5,1,6838.274000,,,
band3,level,6,2,6891.797000,,,
band3,transition,,,,3_1,2_2,38.629296
band3,transition,,,,4_2,2_2,25.597366
band3,transition,,,,5_1,4_2,19.514627
band3,transition,,,,6_2,4_2,47.977082
band3,transition,,,,4_2,3_1,2.482953
band3,transition,,,,6_2,5_1,3.889552
band3,transition,,,,5_1,3_1,41.324780
interband,transition,,,,2_2,0_1,0.118762
interband,transition,,,,2_2,2_1,30.876452
interband,transition,,,,2_2,0_2,0.449020
interband,transition,,,,0_2,2_1,43.571656
