band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,2077.694000,,,
band1,level,4,1,4191.420000,,,
band1,level,6,1,6160.457000,,,
band1,transition,,,,2_1,0_1,14.072160
band1,transition,,,,4_1,2_1,28.011743
band1,transition,,,,6_1,4_1,45.630638
band2,level,0,2,3113.623000,,,
band2,level,2,3,4751.053000,,,
band2,level,4,3,6553.144000,,,
band2,level,6,3,8193.148000,,,
band2,transition,,,,2_3,0_2,14.820792
band2,transition,,,,4_3,2_3,32.233558
band2,transition,,,,6_3,4_3,56.677472
band3,level,2,2,4536.948000,,,
band3,level,3,1,6165.627000,,,
band3,level,4,2,6372.101000,,,
band3,level,5,1,7882.245000,,,
band3,level,6,2,8092.554000,,,
band3,transition,,,,3_1,2_2,29.344892
band3,transition,,,,4_2,2_2,24.127703
band3,transition,,,,5_1,4_2,10.879030
band3,transition,,,,6_2,4_2,45.137433
band3,transition,,,,4_2,3_1,1.746782
band3,transition,,,,6_2,5_1,3.421880
band3,transition,,,,5_1,3_1,37.133057
interband,transition,,,,2_2,0_1,1.457533
interband,transition,,,,2_2,2_1,10.479749
interband,transition,,,,2_2,0_2,7.768406
interband,transition,,,,0_2,2_1,27.589009
