band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1145.018000,,,
band1,level,4,1,2960.066000,,,
band1,level,6,1,5361.605000,,,
band1,transition,,,,2_1,0_1,19.917314
band1,transition,,,,4_1,2_1,32.603364
band1,transition,,,,6_1,4_1,44.123400
band2,level,0,2,2619.422000,,,
band2,level,2,3,3853.224000,,,
band2,level,4,3,5421.518000,,,
band2,level,6,3,7290.969000,,,
band2,transition,,,,2_3,0_2,20.094804
band2,transition,,,,4_3,2_3,38.296222
band2,transition,,,,6_3,4_3,46.343185
band3,level,2,2,2156.248000,,,
band3,level,3,1,3778.324000,,,
band3,level,4,2,4048.646000,,,
band3,level,5,1,6048.461000,,,
band3,level,6,2,6446.853000,,,
band3,transition,,,,3_1,2_2,30.275085
band3,transition,,,,4_2,2_2,23.070161
band3,transition,,,,5_1,4_2,12.516762
band3,transition,,,,6_2,4_2,36.138790
band3,transition,,,,4_2,3_1,1.067760
band3,transition,,,,6_2,5_1,1.437428
band3,transition,,,,5_1,3_1,29.213593
interband,transition,,,,2_2,0_1,0.549682
interband,transition,,,,2_2,2_1,32.561122
interband,transition,,,,0_2,2_2,3.263394
interband,transition,,,,0_2,2_1,9.781100
