band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,1040.120000,,,
band1,level,4,1,1960.989000,,,
band1,level,6,1,2908.456000,,,
band1,transition,,,,2_1,0_1,21.457068
band1,transition,,,,4_1,2_1,49.598655
band1,transition,,,,6_1,4_1,77.335164
band2,level,0,2,1673.212000,,,
band2,level,2,3,2660.255000,,,
band2,level,4,4,3610.372000,,,
band2,level,6,4,4624.801000,,,
band2,transition,,,,2_3,0_2,30.925718
band2,transition,,,,4_4,2_3,59.407014
band2,transition,,,,6_4,4_4,58.169871
band3,level,2,2,1861.277000,,,
band3,level,3,1,2499.344000,,,
band3,level,4,2,2849.582000,,,
band3,level,5,1,3395.919000,,,
band3,level,6,2,3898.394000,,,
band3,transition,,,,3_1,2_2,69.861863
band3,transition,,,,4_2,2_2,35.403187
band3,transition,,,,5_1,4_2,37.150884
band3,transition,,,,6_2,4_2,64.999555
band3,transition,,,,4_2,3_1,4.948820
band3,transition,,,,6_2,5_1,4.372609
band3,transition,,,,5_1,3_1,54.338295
interband,transition,,,,2_2,0_1,0.744434
interband,transition,,,,2_2,2_1,49.726095
interband,transition,,,,2_2,0_2,1.781861
interband,transition,,,,0_2,2_1,65.053512
