band,kind,spin,index,energy_keV,upper,lower,be2_energy_down_WU
band1,level,0,1,0.000000,,,
band1,level,2,1,4568.768000,,,
band1,level,4,1,10334.444000,,,
band1,level,6,1,17151.300000,,,
band1,transition,,,,2_1,0_1,3.444855
band1,transition,,,,4_1,2_1,6.518031
band1,transition,,,,6_1,4_1,9.566732
band2,level,0,2,8241.100000,,,
band2,level,2,3,13595.988000,,,
band2,level,4,3,20496.437000,,,
band2,level,6,3,29197.053000,,,
band2,transition,,,,2_3,0_2,3.590890
band2,transition,,,,4_3,2_3,5.160786
band2,transition,,,,6_3,4_3,7.058003
band3,level,2,2,9328.931000,,,
band3,level,3,1,15019.179000,,,
band3,level,4,2,15973.749000,,,
band3,level,5,1,22032.119000,,,
band3,level,6,2,23745.679000,,,
band3,transition,,,,3_1,2_2,6.144647
band3,transition,,,,4_2,2_2,3.978436
band3,transition,,,,5_1,4_2,3.095808
band3,transition,,,,6_2,4_2,6.611324
band3,transition,,,,4_2,3_1,2.128025
band3,transition,,,,6_2,5_1,2.160869
band3,transition,,,,5_1,3_1,5.824367
interband,transition,,,,2_2,0_1,0.109090
interband,transition,,,,2_2,2_1,5.008643
interband,transition,,,,2_2,0_2,0.519345
interband,transition,,,,0_2,2_1,4.998291
